Position,Track Name,Artist,Streams,date,region,spotify_id
16,7 rings,Ariana Grande,6439592,2019-04-05--2019-04-12,us,6ocbgoVGwYJhOv1GgI9NsF
17,Sucker,Jonas Brothers,6385996,2019-04-05--2019-04-12,us,4y3OI86AEP6PQoDE6olYhO
18,when the party's over,Billie Eilish,6176551,2019-04-05--2019-04-12,us,43zdsphuZLzwA9k4DJhU0I
19,MONOPOLY (with Victoria Monét),Ariana Grande,5512870,2019-04-05--2019-04-12,us,6tsOcBnaKgzK22yEiqRh8P
20,Pure Water (with Migos),Mustard,5453259,2019-04-05--2019-04-12,us,63cd4JkwGgYJrbOizbfmsp
21,Mixed Personalities (feat. Kanye West),YNW Melly,5324871,2019-04-05--2019-04-12,us,6vWEAOUSxohKxhp0K1BsxL
22,Robbery,Juice WRLD,5229177,2019-04-05--2019-04-12,us,6Hj9jySrnFppAI0sEMCZpJ
23,Saturday Nights,Khalid,5131881,2019-04-05--2019-04-12,us,5kfNriitmkNE8mUbZ7gbq8
24,"break up with your girlfriend, i'm bored",Ariana Grande,5080706,2019-04-05--2019-04-12,us,4kV4N9D1iKVxx1KLvtTpjS
25,my strange addiction,Billie Eilish,5076956,2019-04-05--2019-04-12,us,3Tc57t9l2O8FwQZtQOvPXK
26,xanny,Billie Eilish,4998364,2019-04-05--2019-04-12,us,4QIo4oxwzzafcBWkKjDpXY
27,you should see me in a crown,Billie Eilish,4973748,2019-04-05--2019-04-12,us,3XF5xLJHOQQRbWya6hBp7d
28,Don't Pretend (feat. SAFE),Khalid,4973336,2019-04-05--2019-04-12,us,1E6DEDWDKHoOW0fcFuDghV
29,all the good girls go to hell,Billie Eilish,4909126,2019-04-05--2019-04-12,us,6IRdLKIyS4p7XNiP8r6rsx
30,Kill This Love,BLACKPINK,4767088,2019-04-05--2019-04-12,us,4pUCKHjJ4Ijewc37rRrvHn
31,a lot,21 Savage,4644463,2019-04-05--2019-04-12,us,2t8yVaLvJ0RenpXUIAC52d
32,Drip Too Hard (Lil Baby & Gunna),Lil Baby,4620959,2019-04-05--2019-04-12,us,78QR3Wp35dqAhFEc2qAGjE
33,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,4493543,2019-04-05--2019-04-12,us,6ya8ejoKgw906Y8LWclqrp
34,Cool,Jonas Brothers,4324557,2019-04-05--2019-04-12,us,3QmolSZqjjLksTUvZJ6pPS
35,Faucet Failure,Ski Mask The Slump God,4207689,2019-04-05--2019-04-12,us,1ThmUihH9dF8EV08ku5AXN
36,Bad Luck,Khalid,4146097,2019-04-05--2019-04-12,us,2vsuel3g4zaLYSOY0mOMbi
37,Look Back at It,A Boogie Wit da Hoodie,4039101,2019-04-05--2019-04-12,us,3Ol2xnObFdKV9pmRD2t9x8
38,Envy Me,Calboy,4015447,2019-04-05--2019-04-12,us,05t7JMip6JrLuSrMV5yYjX
39,Without Me,Halsey,3987874,2019-04-05--2019-04-12,us,5p7ujcrUXASCNwRaWNHR1C
40,lovely,Billie Eilish,3971050,2019-04-05--2019-04-12,us,1NJcg626wLln4pGHpiV7mf
41,Let Me Down Slowly,Alec Benjamin,3949567,2019-04-05--2019-04-12,us,2qxmye6gAegTMjLKEBoR3d
42,SICKO MODE,Travis Scott,3945982,2019-04-05--2019-04-12,us,2xLMifQCjDGFmkHkpNLD9h
43,Right Back,Khalid,3945373,2019-04-05--2019-04-12,us,5A1w94uzc1kO1Zhe8WWxC3
44,Happier,Marshmello,3937560,2019-04-05--2019-04-12,us,2dpaYNEQHiRxtZbfNsse99
45,i love you,Billie Eilish,3880613,2019-04-05--2019-04-12,us,6CcJMwBtXByIz4zQLzFkKc
46,Thotiana,Blueface,3863457,2019-04-05--2019-04-12,us,3oh6SCCeLuXhFpEyepla6G
47,"thank u, next",Ariana Grande,3836034,2019-04-05--2019-04-12,us,3e9HZxeyfWwjeyPAMmWSSQ
48,Here With Me,Marshmello,3818561,2019-04-05--2019-04-12,us,5icOoE6VgqFKohjWWNp0Ac
49,Free Spirit,Khalid,3784529,2019-04-05--2019-04-12,us,2kAIpGWnlFLQh48iut6Zzq
50,ilomilo,Billie Eilish,3757979,2019-04-05--2019-04-12,us,7qEKqBCD2vE5vIBsrUitpD
51,Eastside (with Halsey & Khalid),benny blanco,3639599,2019-04-05--2019-04-12,us,7FGq80cy8juXBCD2nrqdWU
52,Lucid Dreams,Juice WRLD,3576569,2019-04-05--2019-04-12,us,285pBltuF7vW8TeWk8hdRR
53,listen before i go,Billie Eilish,3545319,2019-04-05--2019-04-12,us,0tMSssfxAL2oV8Vri0mFHE
54,Paradise,Bazzi,3510962,2019-04-05--2019-04-12,us,7njKgVl3AnLflRad38o7AG
55,Dancing With A Stranger (with Normani),Sam Smith,3406610,2019-04-05--2019-04-12,us,6Qs4SXO9dwPj5GKvVOv8Ki
56,Intro,Khalid,3381544,2019-04-05--2019-04-12,us,5BfMJ6iytQnu1r7iiCYSXe
57,Hundred,Khalid,3359118,2019-04-05--2019-04-12,us,0HEckRWFSknIupbGzavk5d
58,Mo Bamba,Sheck Wes,3353220,2019-04-05--2019-04-12,us,1xzBco0xcoJEDXktl7Jxrr
59,Shallow,Lady Gaga,3336838,2019-04-05--2019-04-12,us,2VxeLyX666F8uXCJ0dZF8B
60,Better Now,Post Malone,3333363,2019-04-05--2019-04-12,us,7dt6x5M1jzdTEt8oCbisTK
61,Please Me,Cardi B,3331291,2019-04-05--2019-04-12,us,0PG9fbaaHFHfre2gUVo7AN
62,I,Lil Skies,3210807,2019-04-05--2019-04-12,us,4ZT9FnbFu1PaBfV3itxiqT
63,ZEZE (feat. Travis Scott & Offset),Kodak Black,3170310,2019-04-05--2019-04-12,us,0FZ4Dmg8jJJAPJnvBIzD9z
64,8,Billie Eilish,3159641,2019-04-05--2019-04-12,us,6X29iaaazwho3ab7GNue5r
65,Paradise,Khalid,3159605,2019-04-05--2019-04-12,us,6fOOKqQWcSy33ApU1wqkkW
66,Self,Khalid,3151953,2019-04-05--2019-04-12,us,1WqLtczgKdbHFHhefOU0y7
67,Twenty One,Khalid,3082816,2019-04-05--2019-04-12,us,1NgCWYuBLfqBDA3b8MgSVU
68,SAD!,XXXTENTACION,3048819,2019-04-05--2019-04-12,us,3ee8Jmje8o58CHK66QrVC2
69,i'm so tired...,Lauv,2969044,2019-04-05--2019-04-12,us,7COXchtUOMd6uIT6HvmRaI
70,Beautiful Crazy,Luke Combs,2916199,2019-04-05--2019-04-12,us,2rxQMGVafnNaRaXlRMWPde
71,Splashin,Rich The Kid,2889829,2019-04-05--2019-04-12,us,3KLo7ByvjCNyBrfz5DZ2mO
72,Leave Me Alone,Flipp Dinero,2869715,2019-04-05--2019-04-12,us,14mHfNsSHN0FbLftyjrV9g
73,Don't Call Me Up,Mabel,2849382,2019-04-05--2019-04-12,us,5WHTFyqSii0lmT9R21abT8
74,Wake Up in the Sky,Gucci Mane,2828477,2019-04-05--2019-04-12,us,2G1tXoGBaEMJ7FKGnkf6ud
75,Moonlight,XXXTENTACION,2769426,2019-04-05--2019-04-12,us,0JP9xo3adEtGSdUEISiszL
76,High Hopes,Panic! At The Disco,2756073,2019-04-05--2019-04-12,us,1rqqCSm0Qe4I9rUvWncaom
77,The Bones,Maren Morris,2739293,2019-04-05--2019-04-12,us,3npzogdOEiVsieXmmhBepL
78,Armed And Dangerous,Juice WRLD,2701791,2019-04-05--2019-04-12,us,5wujBwqG7INdStqGd4tRMX
79,rockstar (feat. 21 Savage),Post Malone,2682201,2019-04-05--2019-04-12,us,0e7ipj03S05BNilyu5bRzt
80,Bluffin',Khalid,2664734,2019-04-05--2019-04-12,us,42w7pX3r1TpLR0i55Ek5ND
81,Money,Cardi B,2649085,2019-04-05--2019-04-12,us,2GGMabyHXnJmjY6CXhhB2e
82,Sweet but Psycho,Ava Max,2609033,2019-04-05--2019-04-12,us,25sgk305KZfyuqVBQIahim
83,Space Cadet (feat. Gunna),Metro Boomin,2564532,2019-04-05--2019-04-12,us,1fewSx2d5KIZ04wsooEBOz
84,idontwannabeyouanymore,Billie Eilish,2525249,2019-04-05--2019-04-12,us,40T5GIqQ1CegGm2PTEl8Bu
85,Con Calma,Daddy Yankee,2489717,2019-04-05--2019-04-12,us,5w9c2J52mkdntKOmRLeM2m
86,Alive,Khalid,2486612,2019-04-05--2019-04-12,us,12VqHHz4wvVcnEdSivjLeQ
87,Be Alright,Dean Lewis,2485739,2019-04-05--2019-04-12,us,2H4gf1wLxvYreMj1jcaN0k
88,Sanguine Paradise,Lil Uzi Vert,2434075,2019-04-05--2019-04-12,us,3XiNC94b4Tq1xwv70sQJGN
89,Hear Me Calling,Juice WRLD,2431218,2019-04-05--2019-04-12,us,13ZyrkCDmRz5xY3seuAWYk
90,Pop Out (feat. Lil Tjay),Polo G,2424030,2019-04-05--2019-04-12,us,5AjINjwKyRvQJhSe2zpPHi
91,Jocelyn Flores,XXXTENTACION,2420263,2019-04-05--2019-04-12,us,7m9OqQk4RVRkw9JJdeAw96
92,Pure Cocaine,Lil Baby,2397199,2019-04-05--2019-04-12,us,577YBGuskWkVDCxZrLRB4v
93,Act Up,City Girls,2390220,2019-04-05--2019-04-12,us,3A2yGHWIzmGEIolwonU69h
94,MIA (feat. Drake),Bad Bunny,2386266,2019-04-05--2019-04-12,us,116H0KvKr2Zl4RPuVBruDO
95,I Fall Apart,Post Malone,2374967,2019-04-05--2019-04-12,us,75ZvA4QfFiZvzhj2xkaWAh
96,Freaky,Tory Lanez,2372291,2019-04-05--2019-04-12,us,0NJp8GyCOWnQh71xKSPfuV
97,Wow. - Remix,Post Malone,2353762,2019-04-05--2019-04-12,us,0fcq51a3gOI6gPvzc0YLsk
98,Taste (feat. Offset),Tyga,2347962,2019-04-05--2019-04-12,us,5IaHrVsrferBYDm0bDyABy
99,Nonstop,Drake,2342389,2019-04-05--2019-04-12,us,0TlLq3lA83rQOYtrqBqSct
100,goodbye,Billie Eilish,2342287,2019-04-05--2019-04-12,us,3LgWsmilsrWXiPYQFRD0T7
101,Psycho (feat. Ty Dolla $ign),Post Malone,2338976,2019-04-05--2019-04-12,us,3swc6WTsr7rl9DqQKQA55C
102,Heaven,Khalid,2334364,2019-04-05--2019-04-12,us,0Hgqglypzt6Qs5Duqskcqs
103,Price On My Head (feat. The Weeknd),NAV,2307566,2019-04-05--2019-04-12,us,4hqOmrCCJKyiuwDexd8c2t
104,Yes Indeed,Lil Baby,2300132,2019-04-05--2019-04-12,us,6vN77lE9LK6HP2DewaN6HZ
105,Bohemian Rhapsody - 2011 Mix,Queen,2298894,2019-04-05--2019-04-12,us,4u7EnebtmKWzUH433cf5Qv
106,Make Believe,Juice WRLD,2279409,2019-04-05--2019-04-12,us,6eiztdXRkooWsBt2xToMWI
107,SLOW DANCING IN THE DARK,Joji,2274107,2019-04-05--2019-04-12,us,0rKtyWc8bvkriBthvHKY8d
108,ocean eyes,Billie Eilish,2236393,2019-04-05--2019-04-12,us,2uIX8YMNjGMD7441kqyyNU
109,Legacy (feat. Travis Scott & 21 Savage),Offset,2235753,2019-04-05--2019-04-12,us,7pMRoGLEJuFM2wl5pt0R99
110,I Like It,Cardi B,2231363,2019-04-05--2019-04-12,us,58q2HKrzhC3ozto2nDdN4z
111,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2221886,2019-04-05--2019-04-12,us,0jAfdqv18goRTUxm3ilRjb
112,Who Do You Love,The Chainsmokers,2203135,2019-04-05--2019-04-12,us,7ql71hBakyMi0Lxiq3Mugs
113,Youngblood,5 Seconds of Summer,2194510,2019-04-05--2019-04-12,us,2iUXsYOEPhVqEBwsqP70rE
114,Noticed,Lil Mosey,2183965,2019-04-05--2019-04-12,us,6JQvHMSaR8flFsN53ypOfP
115,Ric Flair Drip (& Metro Boomin),Offset,2182531,2019-04-05--2019-04-12,us,7sO5G9EABYOXQKNPNiE9NR
116,Red Room,Offset,2172965,2019-04-05--2019-04-12,us,4TWflhgevIGo448fWc6mQq
117,Undrunk,FLETCHER,2164476,2019-04-05--2019-04-12,us,5SHhPFh68OhUmuRPymKX9d
118,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2140975,2019-04-05--2019-04-12,us,5JEx7HbmvHQQswJCsoo9rA
119,All Girls Are The Same,Juice WRLD,2140188,2019-04-05--2019-04-12,us,4VXIryQMWpIdGgYR4TrjT1
120,Calling My Spirit,Kodak Black,2132722,2019-04-05--2019-04-12,us,2MShy1GSSgbmGUxADNIao5
121,bellyache,Billie Eilish,2132012,2019-04-05--2019-04-12,us,51NFxnQvaosfDDutk0tams
122,Tequila,Dan + Shay,2122344,2019-04-05--2019-04-12,us,42fw0rxRO2xbesF6mJfd4Y
123,Fast,Juice WRLD,2122058,2019-04-05--2019-04-12,us,6MjNilJCVKJq0LfFvo5jWJ
124,Young Dumb & Broke,Khalid,2105138,2019-04-05--2019-04-12,us,5Z3GHaZ6ec9bsiI5BenrbY
125,Last Time That I Checc'd (feat. YG),Nipsey Hussle,2091752,2019-04-05--2019-04-12,us,39xWBHPM4E9MwzEy5gbM7p
126,Fuck Love (feat. Trippie Redd),XXXTENTACION,2054713,2019-04-05--2019-04-12,us,7AQim7LbvFVZJE3O8TYgf2
127,Nights Like This (feat. Ty Dolla $ign),Kehlani,2042659,2019-04-05--2019-04-12,us,6ZRuF2n1CQxyxxAAWsKJOy
128,I Like Me Better,Lauv,2035888,2019-04-05--2019-04-12,us,2P91MQbaiQOfbiz9VqhqKQ
129,Shotta Flow,NLE Choppa,2034108,2019-04-05--2019-04-12,us,4dAMdQ6g4kGmnc1MDHsg77
130,XO Tour Llif3,Lil Uzi Vert,2020215,2019-04-05--2019-04-12,us,7GX5flRQZVHRAGd6B4TmDO
131,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2018965,2019-04-05--2019-04-12,us,4e4fqjx0Izh4svvTef1z7e
132,Project Dreams,Marshmello,2008803,2019-04-05--2019-04-12,us,6GSkLS2y4ZnnZsuRAj975K
133,Location,Khalid,1994291,2019-04-05--2019-04-12,us,152lZdxL1OR0ZMW6KquMif
134,Congratulations,Post Malone,1991139,2019-04-05--2019-04-12,us,3a1lNhkSLSkpJE4MSHpDu9
135,Baila Baila Baila,Ozuna,1969907,2019-04-05--2019-04-12,us,7uH27oIt4a6cIFCA8ZPcyG
136,God's Plan,Drake,1962728,2019-04-05--2019-04-12,us,6DCZcSspjsKoFjzjrWoCdn
137,Dedication (feat. Kendrick Lamar),Nipsey Hussle,1951615,2019-04-05--2019-04-12,us,6fIjnWrv46njJHLDAY2JdC
138,NASA,Ariana Grande,1943175,2019-04-05--2019-04-12,us,4SPu0Ql902hTVXkBoNIYtq
139,Suge,DaBaby,1939370,2019-04-05--2019-04-12,us,2gwkD6igEhQbDQegRCcdoB
140,Empty,Juice WRLD,1939050,2019-04-05--2019-04-12,us,41MCdlvXOl62B7Kv86Bb1v
141,Speechless,Dan + Shay,1934606,2019-04-05--2019-04-12,us,3GJ4hzg4lrGwU51Y3VARbF
142,Worth It,YK Osiris,1933907,2019-04-05--2019-04-12,us,4XiGKQqbmnMVxDzUj6j3f2
143,needy,Ariana Grande,1914847,2019-04-05--2019-04-12,us,1TEL6MlSSVLSdhOSddidlJ
144,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1900869,2019-04-05--2019-04-12,us,1WSGTYKLEpKfNQYYW5Oymt
145,Look Alive (feat. Drake),BlocBoy JB,1899907,2019-04-05--2019-04-12,us,4qKcDkK6siZ7Jp1Jb4m0aL
146,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1872163,2019-04-05--2019-04-12,us,4w8niZpiMy6qz1mntFA5uM
147,Beautiful (feat. Camila Cabello),Bazzi,1861193,2019-04-05--2019-04-12,us,4VUwkH455At9kENOfzTqmF
148,changes,XXXTENTACION,1834017,2019-04-05--2019-04-12,us,7AFASza1mXqntmGtbxXprO
149,Grinding All My Life,Nipsey Hussle,1822973,2019-04-05--2019-04-12,us,3R9j8urSPiBbapNbyuSYkE
150,Don't Stop Me Now - 2011 Mix,Queen,1810085,2019-04-05--2019-04-12,us,5T8EDUDqKcs6OSOwEsfqG7
151,HUMBLE.,Kendrick Lamar,1804236,2019-04-05--2019-04-12,us,7KXjTSCq5nL1LoYtL7XAwS
152,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,1799376,2019-04-05--2019-04-12,us,74lnM5V6ecvoTPV0fvptx9
153,Insomnia,Daya,1795591,2019-04-05--2019-04-12,us,7hzlzoOwCZ4D3Ow5YZK4kj
154,Mine,Bazzi,1773743,2019-04-05--2019-04-12,us,7uzmGiiJyRfuViKKK3lVmR
155,CHopstix (with Travis Scott),ScHoolboy Q,1768936,2019-04-05--2019-04-12,us,01DOm09B2AbiTARAbXVI6g
156,goosebumps,Travis Scott,1767869,2019-04-05--2019-04-12,us,6gBFPUFcJLzWGx4lenP6h2
157,Best Part (feat. Daniel Caesar),H.E.R.,1764414,2019-04-05--2019-04-12,us,4OBZT9EnhYIV17t4pGw7ig
158,Keanu Reeves,Logic,1762324,2019-04-05--2019-04-12,us,25F6MWrnFBCXVnpN4n76EK
159,No Role Modelz,J. Cole,1761784,2019-04-05--2019-04-12,us,62vpWI1CHwFy7tMIcSStl8
160,Secreto,Anuel AA,1715777,2019-04-05--2019-04-12,us,5W83ErFkO3aKAIS1WMi6u0
161,This Feeling,The Chainsmokers,1707496,2019-04-05--2019-04-12,us,4NBTZtAt1F13VvlSKe6KTl
162,Love Lies (with Normani),Khalid,1700011,2019-04-05--2019-04-12,us,45Egmo7icyopuzJN0oMEdk
163,YOSEMITE,Travis Scott,1695940,2019-04-05--2019-04-12,us,7lAK3oHbfEnvUQWosrMMpR
164,Lean Wit Me,Juice WRLD,1694622,2019-04-05--2019-04-12,us,3oDkdAySo1VQQG0ptV7uwa
165,Nice For What,Drake,1690228,2019-04-05--2019-04-12,us,3CA9pLiwRIGtUBiMjbZmRw
166,Girls Like You (feat. Cardi B),Maroon 5,1674551,2019-04-05--2019-04-12,us,7fa9MBXhVfQ8P8Df9OEbD8
167,Fine China,Future,1669455,2019-04-05--2019-04-12,us,5274I4mUMnYczyeXkGDWZN
168,Con Altura,ROSALÍA,1667149,2019-04-05--2019-04-12,us,2qG5sZ7Si6sdK74qLxedYM
169,On My Way,Alan Walker,1665408,2019-04-05--2019-04-12,us,4n7jnSxVLd8QioibtTDBDq
170,Walk Me Home,P!nk,1664078,2019-04-05--2019-04-12,us,7DHApOHsIFo7EyfieArYGE
171,no tears left to cry,Ariana Grande,1658481,2019-04-05--2019-04-12,us,2qT1uLXPVPzGgFOx4jtEuo
172,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,1658387,2019-04-05--2019-04-12,us,1KVczjazCcCCgM3gXXUl47
173,Numb Numb Juice,ScHoolboy Q,1649533,2019-04-05--2019-04-12,us,4dTiQezDWmEOWcdCbWVWMp
174,In My Feelings,Drake,1648767,2019-04-05--2019-04-12,us,2G7V7zsVDxg1yRsu7Ew9RJ
175,Die Young,Roddy Ricch,1645494,2019-04-05--2019-04-12,us,3wLtYwtqvKK2ewelSVPeDK
176,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,1625257,2019-04-05--2019-04-12,us,4iVD0fTHGxV9JWloujsL3s
177,Candy Paint,Post Malone,1605652,2019-04-05--2019-04-12,us,32lItqlMi4LBhb4k0BaSaC
178,The Middle,Zedd,1602929,2019-04-05--2019-04-12,us,09IStsImFySgyp0pIQdqAc
179,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,1598830,2019-04-05--2019-04-12,us,51w9Jbat1pLeWINGCpnQUR
180,imagine,Ariana Grande,1582479,2019-04-05--2019-04-12,us,39LmTF9RgyakzSYX8txrow
181,Whiskey Glasses,Morgan Wallen,1566393,2019-04-05--2019-04-12,us,6foY66mWZN0pSRjZ408c00
182,Slime Belief,YoungBoy Never Broke Again,1527477,2019-04-05--2019-04-12,us,2qGfZAgDe1pV2y5xJAhi6R
183,Everybody Dies In Their Nightmares,XXXTENTACION,1526829,2019-04-05--2019-04-12,us,3GVkPk8mqxz0itaAriG1L7
184,She Got the Best of Me,Luke Combs,1526360,2019-04-05--2019-04-12,us,698eQRku24PIYPQPHItKlA
185,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,1522632,2019-04-05--2019-04-12,us,0ZNrc4kNeQYD9koZ3KvCsy
186,Inmortal,Aventura,1519370,2019-04-05--2019-04-12,us,2swZ0X1njeU32SNJeBKIfW
187,FEFE,6ix9ine,1512242,2019-04-05--2019-04-12,us,4QIyEq7TcTdAcxjI2AFlAK
188,Feeling,Juice WRLD,1507498,2019-04-05--2019-04-12,us,2Jh3UqxnHJMyzMzku4uOtE
189,Lost In Japan,Shawn Mendes,1507155,2019-04-05--2019-04-12,us,79esEXlqqmq0GPz0xQSZTV
190,Calma - Remix,Pedro Capó,1499759,2019-04-05--2019-04-12,us,5iwz1NiezX7WWjnCgY5TH4
191,Thunder,Imagine Dragons,1494891,2019-04-05--2019-04-12,us,1zB4vmk8tFRmM9UULNzbLB
192,Falling Down - Bonus Track,Lil Peep,1491997,2019-04-05--2019-04-12,us,4jvjzW7Hm0yK4LvvE0Paz9
193,Speed It Up,Gunna,1487811,2019-04-05--2019-04-12,us,6PfI6EeLNiNGVAVg11nv7D
194,Heaven,Kane Brown,1484293,2019-04-05--2019-04-12,us,1HXy5I3HTWq8OvxCn0z7G7
195,Believer,Imagine Dragons,1477026,2019-04-05--2019-04-12,us,0pqnGHJpmpxLKifKRmU6WP
196,Silence,Marshmello,1471386,2019-04-05--2019-04-12,us,7vGuf3Y35N4wmASOKLUVVU
197,Say You Won't Let Go,James Arthur,1471212,2019-04-05--2019-04-12,us,5uCax9HTNlzGybIStD3vDh
198,Close Friends (Lil Baby & Gunna),Lil Baby,1469645,2019-04-05--2019-04-12,us,5nzhL67GpF9szXWg5y509A
199,my boy,Billie Eilish,1465147,2019-04-05--2019-04-12,us,0FQhAHyHGsrbSHvDURmFPn
200,"West Coast (feat. Blueface, ALLBLACK & YG)",G-Eazy,1463743,2019-04-05--2019-04-12,us,4EnEGf9JzAJhF1XNY9DJcD
1,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,17414584,2019-04-12--2019-04-19,us,6u7jPi22kF8CTQ3rb9DHE7
2,bad guy,Billie Eilish,12943018,2019-04-12--2019-04-19,us,2Fxmhks0bxGSBdJ92vM42m
3,Old Town Road,Lil Nas X,11821734,2019-04-12--2019-04-19,us,53CJANUxooaqGOtdsBTh7O
4,Boy With Luv (feat. Halsey),BTS,8476594,2019-04-12--2019-04-19,us,5KawlOMHjWeUjQtnuRs22c
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8284856,2019-04-12--2019-04-19,us,3KkXRkHbMCARz0aVfEt68P
6,MIDDLE CHILD,J. Cole,7668926,2019-04-12--2019-04-19,us,2JvzF1RMd7lE3KmFlsyZD8
7,Sanguine Paradise,Lil Uzi Vert,7485443,2019-04-12--2019-04-19,us,3XiNC94b4Tq1xwv70sQJGN
8,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,7199525,2019-04-12--2019-04-19,us,1wJRveJZLSb1rjhnUHQiv6
9,Talk (feat. Disclosure),Khalid,6746938,2019-04-12--2019-04-19,us,6TqXcAFInzjp0bODyvrWEq
10,Wow.,Post Malone,6704258,2019-04-12--2019-04-19,us,6MWtB6iiXyIwun0YzU6DFP
11,SOS,Avicii,6458836,2019-04-12--2019-04-19,us,6nDKrPlXdpomGBgAlO7UdP
12,Going Bad (feat. Drake),Meek Mill,6329135,2019-04-12--2019-04-19,us,2IRZnDFmlqMuOrYOLnZZyc
13,7 rings,Ariana Grande,6200929,2019-04-12--2019-04-19,us,6ocbgoVGwYJhOv1GgI9NsF
14,bury a friend,Billie Eilish,6158119,2019-04-12--2019-04-19,us,4SSnFejRGlZikf02HLewEF
15,Murder On My Mind,YNW Melly,6093092,2019-04-12--2019-04-19,us,7eBqSVxrzQZtK2mmgRG6lC
16,wish you were gay,Billie Eilish,6072735,2019-04-12--2019-04-19,us,3Fj47GNK2kUF0uaEDgXLaD
17,Sucker,Jonas Brothers,5742979,2019-04-12--2019-04-19,us,4y3OI86AEP6PQoDE6olYhO
18,when the party's over,Billie Eilish,5492442,2019-04-12--2019-04-19,us,43zdsphuZLzwA9k4DJhU0I
19,Pure Water (with Migos),Mustard,5292434,2019-04-12--2019-04-19,us,63cd4JkwGgYJrbOizbfmsp
20,Robbery,Juice WRLD,5069588,2019-04-12--2019-04-19,us,6Hj9jySrnFppAI0sEMCZpJ
21,Better,Khalid,5025440,2019-04-12--2019-04-19,us,6zeeWid2sgw4lap2jV61PZ
22,Mixed Personalities (feat. Kanye West),YNW Melly,4929171,2019-04-12--2019-04-19,us,6vWEAOUSxohKxhp0K1BsxL
23,Outta My Head (with John Mayer),Khalid,4563710,2019-04-12--2019-04-19,us,09oZ9eXQ2fo6YDrPzJqAoP
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,4446960,2019-04-12--2019-04-19,us,78QR3Wp35dqAhFEc2qAGjE
25,a lot,21 Savage,4359164,2019-04-12--2019-04-19,us,2t8yVaLvJ0RenpXUIAC52d
26,you should see me in a crown,Billie Eilish,4202609,2019-04-12--2019-04-19,us,3XF5xLJHOQQRbWya6hBp7d
27,xanny,Billie Eilish,4162969,2019-04-12--2019-04-19,us,4QIo4oxwzzafcBWkKjDpXY
28,"break up with your girlfriend, i'm bored",Ariana Grande,4141143,2019-04-12--2019-04-19,us,4kV4N9D1iKVxx1KLvtTpjS
29,my strange addiction,Billie Eilish,4140791,2019-04-12--2019-04-19,us,3Tc57t9l2O8FwQZtQOvPXK
