Artist,Position,Streams,Track Name,acousticness,album_type,analysis_url,danceability,date,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,region,release_date,speechiness,spotify_id,tempo,time_signature,track_href,type,uri,valence
Roddy Ricch,1.0,13973559.0,The Box,0.104,album,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,0.896,2020-03-06--2020-03-13,196652.0,0.586,0nbXyq5TXYPCO7pr3N8S4I,0.0,10.0,0.79,-6.687,0.0,95.0,us,2019-12-06,0.0559,0nbXyq5TXYPCO7pr3N8S4I,116.971,4.0,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,audio_features,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,0.642
Lil Uzi Vert,2.0,13066541.0,Baby Pluto,0.135,album,https://api.spotify.com/v1/audio-analysis/7hav1MHURQf5SAoPk0egqh,0.772,2020-03-06--2020-03-13,210261.0,0.634,7hav1MHURQf5SAoPk0egqh,0.0,10.0,0.432,-6.101,0.0,78.0,us,2020-03-06,0.212,7hav1MHURQf5SAoPk0egqh,160.052,4.0,https://api.spotify.com/v1/tracks/7hav1MHURQf5SAoPk0egqh,audio_features,spotify:track:7hav1MHURQf5SAoPk0egqh,0.671
Lil Uzi Vert,3.0,11709004.0,That Way - Bonus Track,0.0546,album,https://api.spotify.com/v1/audio-analysis/2ajzBr7vwHTEBeqDzcsNRC,0.712,2020-03-06--2020-03-13,212354.0,0.598,2ajzBr7vwHTEBeqDzcsNRC,0.0,7.0,0.154,-5.368,0.0,76.0,us,2020-03-06,0.0388,2ajzBr7vwHTEBeqDzcsNRC,130.007,4.0,https://api.spotify.com/v1/tracks/2ajzBr7vwHTEBeqDzcsNRC,audio_features,spotify:track:2ajzBr7vwHTEBeqDzcsNRC,0.504
Lil Uzi Vert,4.0,11392465.0,P2,0.0236,album,https://api.spotify.com/v1/audio-analysis/3kW4z2pIj5VY5fLjBrMRL5,0.775,2020-03-06--2020-03-13,234626.0,0.72,3kW4z2pIj5VY5fLjBrMRL5,0.0,11.0,0.114,-5.353,0.0,85.0,us,2020-03-06,0.193,3kW4z2pIj5VY5fLjBrMRL5,155.086,4.0,https://api.spotify.com/v1/tracks/3kW4z2pIj5VY5fLjBrMRL5,audio_features,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,0.49
Lil Uzi Vert,5.0,11302903.0,Lo Mein,0.0888,album,https://api.spotify.com/v1/audio-analysis/6CUP2khYzdphXebxVTfPE3,0.855,2020-03-06--2020-03-13,195299.0,0.676,6CUP2khYzdphXebxVTfPE3,0.0,1.0,0.144,-5.736,1.0,78.0,us,2020-03-06,0.325,6CUP2khYzdphXebxVTfPE3,133.082,4.0,https://api.spotify.com/v1/tracks/6CUP2khYzdphXebxVTfPE3,audio_features,spotify:track:6CUP2khYzdphXebxVTfPE3,0.509
Lil Uzi Vert,6.0,10568433.0,Silly Watch,0.0298,album,https://api.spotify.com/v1/audio-analysis/5egD7A5x9AHdVO2fMo3Wbo,0.903,2020-03-06--2020-03-13,195692.0,0.535,5egD7A5x9AHdVO2fMo3Wbo,0.0,8.0,0.0851,-6.238,1.0,73.0,us,2020-03-06,0.286,5egD7A5x9AHdVO2fMo3Wbo,130.117,4.0,https://api.spotify.com/v1/tracks/5egD7A5x9AHdVO2fMo3Wbo,audio_features,spotify:track:5egD7A5x9AHdVO2fMo3Wbo,0.157
Lil Uzi Vert,7.0,8918334.0,Homecoming,0.000592,album,https://api.spotify.com/v1/audio-analysis/6vxU64pcIuQ38O015Zy4qj,0.929,2020-03-06--2020-03-13,213884.0,0.563,6vxU64pcIuQ38O015Zy4qj,0.0,9.0,0.244,-7.428,1.0,72.0,us,2020-03-06,0.49,6vxU64pcIuQ38O015Zy4qj,129.957,4.0,https://api.spotify.com/v1/tracks/6vxU64pcIuQ38O015Zy4qj,audio_features,spotify:track:6vxU64pcIuQ38O015Zy4qj,0.353
Lil Mosey,8.0,8507559.0,Blueberry Faygo,0.207,album,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,0.774,2020-03-06--2020-03-13,162546.0,0.554,22LAwLoDA5b4AaGSkg6bKW,0.0,0.0,0.132,-7.909,1.0,88.0,us,2020-02-06,0.0383,22LAwLoDA5b4AaGSkg6bKW,99.034,4.0,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,audio_features,spotify:track:22LAwLoDA5b4AaGSkg6bKW,0.349
The Weeknd,9.0,8340706.0,Blinding Lights,0.00147,single,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,0.513,2020-03-06--2020-03-13,201573.0,0.796,0sf12qNH5qcw8qpgymFOqD,0.000209,1.0,0.0938,-4.075,1.0,72.0,us,2019-11-29,0.0629,0sf12qNH5qcw8qpgymFOqD,171.017,4.0,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,audio_features,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.345
Lil Uzi Vert,10.0,8141579.0,Prices,0.173,album,https://api.spotify.com/v1/audio-analysis/4YcWzLSnGqLjSCycuSMHnn,0.786,2020-03-06--2020-03-13,233333.0,0.683,4YcWzLSnGqLjSCycuSMHnn,0.0,7.0,0.706,-5.397,1.0,73.0,us,2020-03-06,0.205,4YcWzLSnGqLjSCycuSMHnn,126.002,4.0,https://api.spotify.com/v1/tracks/4YcWzLSnGqLjSCycuSMHnn,audio_features,spotify:track:4YcWzLSnGqLjSCycuSMHnn,0.57
