Artist,Position,Streams,Track Name,acousticness,album_type,analysis_url,danceability,date,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,region,release_date,speechiness,spotify_id,tempo,time_signature,track_href,type,uri,valence
Roddy Ricch,1.0,18952305.0,The Box,0.104,album,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,0.896,2020-01-03--2020-01-10,196652.0,0.586,0nbXyq5TXYPCO7pr3N8S4I,0.0,10.0,0.79,-6.687,0.0,95.0,us,2019-12-06,0.0559,0nbXyq5TXYPCO7pr3N8S4I,116.971,4.0,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,audio_features,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,0.642
Arizona Zervas,2.0,9671478.0,ROXANNE,0.0522,single,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,0.621,2020-01-03--2020-01-10,163636.0,0.601,696DnlkuDOXcMAnKlTgXXK,0.0,6.0,0.46,-5.616,0.0,92.0,us,2019-10-10,0.148,696DnlkuDOXcMAnKlTgXXK,116.735,5.0,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,audio_features,spotify:track:696DnlkuDOXcMAnKlTgXXK,0.457
Justin Bieber,3.0,9648561.0,Yummy,0.366,single,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,0.687,2020-01-03--2020-01-10,210426.0,0.514,41L3O37CECZt3N7ziG2z7l,0.0,9.0,0.116,-6.612,0.0,84.0,us,2020-01-03,0.0897,41L3O37CECZt3N7ziG2z7l,145.921,4.0,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,audio_features,spotify:track:41L3O37CECZt3N7ziG2z7l,0.494
Post Malone,4.0,8244725.0,Circles,0.192,album,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,0.695,2020-01-03--2020-01-10,215280.0,0.762,21jGcNKet2qwijlDFuPiPb,0.00244,0.0,0.0863,-3.497,1.0,92.0,us,2019-09-06,0.0395,21jGcNKet2qwijlDFuPiPb,120.042,4.0,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,audio_features,spotify:track:21jGcNKet2qwijlDFuPiPb,0.553
DaBaby,5.0,7985170.0,BOP,0.189,album,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,0.769,2020-01-03--2020-01-10,159714.0,0.787,6Ozh9Ok6h4Oi1wUSLtBseN,0.0,11.0,0.129,-3.909,1.0,86.0,us,2019-09-27,0.367,6Ozh9Ok6h4Oi1wUSLtBseN,126.77,4.0,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,audio_features,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,0.836
Trevor Daniel,6.0,7503297.0,Falling,0.123,single,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,0.784,2020-01-03--2020-01-10,159381.0,0.43,4TnjEaWOeW0eKTKIEvJyCa,0.0,10.0,0.0887,-8.756,0.0,91.0,us,2018-10-05,0.0364,4TnjEaWOeW0eKTKIEvJyCa,127.087,4.0,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,audio_features,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,0.236
Tones And I,7.0,6986158.0,Dance Monkey,0.688,single,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,0.825,2020-01-03--2020-01-10,209754.0,0.593,1rgnBhdG2JDFTbYkYRZAku,0.000161,6.0,0.17,-6.401,0.0,72.0,us,2019-05-10,0.0988,1rgnBhdG2JDFTbYkYRZAku,98.078,4.0,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,audio_features,spotify:track:1rgnBhdG2JDFTbYkYRZAku,0.54
Juice WRLD,8.0,6938158.0,Bandit (with YoungBoy Never Broke Again),0.0687,single,https://api.spotify.com/v1/audio-analysis/6Gg1gjgKi2AK4e0qzsR7sd,0.474,2020-01-03--2020-01-10,189322.0,0.631,6Gg1gjgKi2AK4e0qzsR7sd,0.0,5.0,0.132,-5.884,0.0,86.0,us,2019-10-04,0.343,6Gg1gjgKi2AK4e0qzsR7sd,180.051,4.0,https://api.spotify.com/v1/tracks/6Gg1gjgKi2AK4e0qzsR7sd,audio_features,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,0.425
Lil Uzi Vert,9.0,6802710.0,Futsal Shuffle 2020,0.0327,single,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,0.881,2020-01-03--2020-01-10,198912.0,0.457,2Ec33AVlkTTq8BHFgBTdQs,0.0,7.0,0.231,-8.191,0.0,77.0,us,2019-12-12,0.156,2Ec33AVlkTTq8BHFgBTdQs,136.97,4.0,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,audio_features,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,0.296
Billie Eilish,10.0,6181388.0,everything i wanted,0.902,single,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,0.704,2020-01-03--2020-01-10,245425.0,0.225,3ZCTVFBt2Brf31RLEnCkWJ,0.657,6.0,0.106,-14.454,0.0,89.0,us,2019-11-13,0.0994,3ZCTVFBt2Brf31RLEnCkWJ,120.006,4.0,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,audio_features,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,0.243
