Position,Track Name,Artist,Streams,date,region,spotify_id
142,Juicy,Doja Cat,1882300,2020-02-07--2020-02-14,us,7f5trao56t7sB7f14QDTmp
143,Sucker,Jonas Brothers,1881740,2020-02-07--2020-02-14,us,22vgEDb5hykfaTwLuskFGD
144,Fuck Love (feat. Trippie Redd),XXXTENTACION,1877763,2020-02-07--2020-02-14,us,7AQim7LbvFVZJE3O8TYgf2
145,goosebumps,Travis Scott,1876513,2020-02-07--2020-02-14,us,6gBFPUFcJLzWGx4lenP6h2
146,Believe (feat. Justin Timberlake),Meek Mill,1860973,2020-02-07--2020-02-14,us,6fvqvUQr12qghH4N8gpAch
147,Whiskey Glasses,Morgan Wallen,1854843,2020-02-07--2020-02-14,us,6foY66mWZN0pSRjZ408c00
148,Speechless,Dan + Shay,1852061,2020-02-07--2020-02-14,us,3GJ4hzg4lrGwU51Y3VARbF
149,i love you,Billie Eilish,1848378,2020-02-07--2020-02-14,us,6CcJMwBtXByIz4zQLzFkKc
150,Old Town Road - Remix,Lil Nas X,1842333,2020-02-07--2020-02-14,us,2YpeDb67231RjR0MgVLzsG
151,It's You,Ali Gatie,1827574,2020-02-07--2020-02-14,us,5DqdesEfbRyOlSS3Tf6c29
152,Heartless (feat. Morgan Wallen),Diplo,1825240,2020-02-07--2020-02-14,us,0rFQ5cKYJ9WtHSKp9sxVYt
153,Shake The Room (feat. Quavo),Pop Smoke,1824455,2020-02-07--2020-02-14,us,7rSnKi58HPIVC0FVyh04Q1
154,bury a friend,Billie Eilish,1818882,2020-02-07--2020-02-14,us,4SSnFejRGlZikf02HLewEF
155,Lean Wit Me,Juice WRLD,1818191,2020-02-07--2020-02-14,us,3oDkdAySo1VQQG0ptV7uwa
156,Eleven,Khalid,1815496,2020-02-07--2020-02-14,us,1ToprX3cpBiXoAe5eNSk74
157,Hot (feat. Gunna),Young Thug,1812796,2020-02-07--2020-02-14,us,5Z8HZM6iQMhhqyPcCGY5g9
158,Happier,Marshmello,1793656,2020-02-07--2020-02-14,us,2dpaYNEQHiRxtZbfNsse99
159,Cash Shit (feat. DaBaby),Megan Thee Stallion,1793358,2020-02-07--2020-02-14,us,2rMAtCaTj16NptyVfEIeAC
160,Moonlight,XXXTENTACION,1788104,2020-02-07--2020-02-14,us,0JP9xo3adEtGSdUEISiszL
161,Yes Indeed,Lil Baby,1777558,2020-02-07--2020-02-14,us,6vN77lE9LK6HP2DewaN6HZ
162,The Less I Know The Better,Tame Impala,1757951,2020-02-07--2020-02-14,us,6K4t31amVTZDgR3sKmwUJJ
163,Diva (feat. Lil Tecca),The Kid LAROI,1757439,2020-02-07--2020-02-14,us,7gVwgc8b3XnO87TpmXXFA5
164,Better,Khalid,1746286,2020-02-07--2020-02-14,us,6zeeWid2sgw4lap2jV61PZ
165,Best Part (feat. Daniel Caesar),H.E.R.,1738853,2020-02-07--2020-02-14,us,4OBZT9EnhYIV17t4pGw7ig
166,Graveyard,Halsey,1736600,2020-02-07--2020-02-14,us,2ufmtcIFdFpuUYBPXK5f67
167,Ransom (with Juice WRLD) - Remix,Lil Tecca,1725750,2020-02-07--2020-02-14,us,2WsuSYJNXGKXVYkHPnq2yp
168,I.F.L.Y.,Bazzi,1708537,2020-02-07--2020-02-14,us,4a6q8CR2hzLk2plDkSxkfD
169,Pure Water (with Migos),Mustard,1705482,2020-02-07--2020-02-14,us,3j84U36KvLeXNDPv4t5pI8
170,Say You Won't Let Go,James Arthur,1705414,2020-02-07--2020-02-14,us,5uCax9HTNlzGybIStD3vDh
171,Callaita,Bad Bunny,1703311,2020-02-07--2020-02-14,us,2TH65lNHgvLxCKXM3apjxI
172,P*$$Y Fairy (OTW),Jhené Aiko,1682394,2020-02-07--2020-02-14,us,48KXAIruJ07kJVCWOGohMV
173,Congratulations,Post Malone,1682012,2020-02-07--2020-02-14,us,3a1lNhkSLSkpJE4MSHpDu9
174,UP THE SMOKE (with Offset),Stunna 4 Vegas,1680362,2020-02-07--2020-02-14,us,3faAAUxohrxqYhPlneZ3XV
175,6 Kiss,Trippie Redd,1678190,2020-02-07--2020-02-14,us,7tgjDlQsMR8RvkdlNCJA58
176,"thank u, next",Ariana Grande,1676242,2020-02-07--2020-02-14,us,3e9HZxeyfWwjeyPAMmWSSQ
177,Into the Unknown,Idina Menzel,1675787,2020-02-07--2020-02-14,us,3Z0oQ8r78OUaHvGPiDBR3W
178,Envy Me,Calboy,1674392,2020-02-07--2020-02-14,us,7rvyVWja33WG9R97oeJAjx
179,wish you were gay,Billie Eilish,1674164,2020-02-07--2020-02-14,us,3Fj47GNK2kUF0uaEDgXLaD
180,Heart On Ice,Rod Wave,1671420,2020-02-07--2020-02-14,us,6fWa5CRgy0z30OeGZyMBvD
181,Lottery (Renegade),K CAMP,1669641,2020-02-07--2020-02-14,us,4dZTZbmJBCCofAExHwefda
182,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,1667930,2020-02-07--2020-02-14,us,6ztvsy3C6hPjVg9j4x1XKJ
183,Let Me Know (I Wonder Why Freestyle),Juice WRLD,1662142,2020-02-07--2020-02-14,us,3wwo0bJvDSorOpNfzEkfXx
184,20 Min,Lil Uzi Vert,1656110,2020-02-07--2020-02-14,us,0uxSUdBrJy9Un0EYoBowng
185,Bruises,Lewis Capaldi,1655603,2020-02-07--2020-02-14,us,4Of7rzpRpV1mWRbhp5rAqG
186,Birthday,Anne-Marie,1650168,2020-02-07--2020-02-14,us,5hff5RQeE84pznOt8WEWeO
187,Noticed,Lil Mosey,1649736,2020-02-07--2020-02-14,us,7zLYKWcXnYeHHWidalz7rj
188,No Role Modelz,J. Cole,1644768,2020-02-07--2020-02-14,us,62vpWI1CHwFy7tMIcSStl8
189,Faucet Failure,Ski Mask The Slump God,1633724,2020-02-07--2020-02-14,us,1ThmUihH9dF8EV08ku5AXN
190,Get You The Moon (feat. Snøw),Kina,1615642,2020-02-07--2020-02-14,us,4ZLzoOkj0MPWrTLvooIuaa
191,a lot,21 Savage,1604452,2020-02-07--2020-02-14,us,2t8yVaLvJ0RenpXUIAC52d
192,I Like Me Better,Lauv,1598304,2020-02-07--2020-02-14,us,2P91MQbaiQOfbiz9VqhqKQ
193,Boss Bitch,Doja Cat,1592039,2020-02-07--2020-02-14,us,78qd8dvwea0Gosb6Fe6j3k
194,Ayy Macarena,Tyga,1590185,2020-02-07--2020-02-14,us,6LcauUZjF1eXQrgqMUecHX
195,LA CANCIÓN,J Balvin,1586906,2020-02-07--2020-02-14,us,0fea68AdmYNygeTGI4RC18
196,Hope,XXXTENTACION,1585645,2020-02-07--2020-02-14,us,2ZRo7axmMPeSVUvDbGkJah
197,you should see me in a crown,Billie Eilish,1583345,2020-02-07--2020-02-14,us,3XF5xLJHOQQRbWya6hBp7d
198,changes,XXXTENTACION,1583331,2020-02-07--2020-02-14,us,7AFASza1mXqntmGtbxXprO
199,I Don't Sleep (ft. Takeoff),Lil Wayne,1578436,2020-02-07--2020-02-14,us,03TzvVWdkVbLT9pzewYiDw
200,you were good to me,Jeremy Zucker,1576447,2020-02-07--2020-02-14,us,4CxFN5zON70B3VOPBYbd6P
1,The Box,Roddy Ricch,17122376,2020-02-14--2020-02-21,us,0nbXyq5TXYPCO7pr3N8S4I
2,Intentions (feat. Quavo),Justin Bieber,10615362,2020-02-14--2020-02-21,us,4umIPjkehX1r7uhmGvXiSV
3,Life Is Good (feat. Drake),Future,10109586,2020-02-14--2020-02-21,us,5yY9lUy8nbvjM1Uyo1Uqoc
4,No Time To Die,Billie Eilish,9765003,2020-02-14--2020-02-21,us,73SpzrcaHk0RQPFP73vqVR
5,Blinding Lights,The Weeknd,7739722,2020-02-14--2020-02-21,us,0sf12qNH5qcw8qpgymFOqD
6,ROXANNE,Arizona Zervas,7676669,2020-02-14--2020-02-21,us,696DnlkuDOXcMAnKlTgXXK
7,Forever (feat. Post Malone & Clever),Justin Bieber,7631525,2020-02-14--2020-02-21,us,2ZlCGeK30BLRNSPC832pNZ
8,Blueberry Faygo,Lil Mosey,7538983,2020-02-14--2020-02-21,us,6wJYhPfqk3KGhHRG76WzOh
9,High Fashion (feat. Mustard),Roddy Ricch,7116753,2020-02-14--2020-02-21,us,07KXEDMj78x68D884wgVEm
10,Falling,Trevor Daniel,6715061,2020-02-14--2020-02-21,us,4TnjEaWOeW0eKTKIEvJyCa
11,Circles,Post Malone,6333860,2020-02-14--2020-02-21,us,21jGcNKet2qwijlDFuPiPb
12,Don't Start Now,Dua Lipa,6325177,2020-02-14--2020-02-21,us,6WrI0LAC5M1Rw2MnX2ZvEg
13,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,6310090,2020-02-14--2020-02-21,us,733c1CWmIGymoQXdp7Us88
14,everything i wanted,Billie Eilish,6175996,2020-02-14--2020-02-21,us,3ZCTVFBt2Brf31RLEnCkWJ
15,Yummy,Justin Bieber,6142750,2020-02-14--2020-02-21,us,16wAOAZ2OkqoIDN7TpChjR
16,Godzilla (feat. Juice WRLD),Eminem,6067510,2020-02-14--2020-02-21,us,7FIWs0pqAYbP91WWM0vlTQ
17,Dance Monkey,Tones And I,6046594,2020-02-14--2020-02-21,us,1rgnBhdG2JDFTbYkYRZAku
18,BOP,DaBaby,5785018,2020-02-14--2020-02-21,us,6Ozh9Ok6h4Oi1wUSLtBseN
19,Suicidal,YNW Melly,5742690,2020-02-14--2020-02-21,us,1iSqfoUFnQwV0QW1EfUit8
20,WHATS POPPIN,Jack Harlow,5274061,2020-02-14--2020-02-21,us,3Q6F8RByyhRTJpRtZLY3cg
21,Ballin' (with Roddy Ricch),Mustard,5212777,2020-02-14--2020-02-21,us,3QzAOrNlsabgbMwlZt7TAY
22,Say So,Doja Cat,5189246,2020-02-14--2020-02-21,us,3Dv1eDb0MEgF93GpLXlucZ
23,Adore You,Harry Styles,4842947,2020-02-14--2020-02-21,us,3jjujdWJ72nww5eGnfs2E7
24,To Die For,Sam Smith,4837891,2020-02-14--2020-02-21,us,2ZTYlnhhV1UAReg7wIGolx
25,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,4600714,2020-02-14--2020-02-21,us,2FvD20Z8aoWIePi7PoN8sG
26,Give No Fxk,Migos,4572101,2020-02-14--2020-02-21,us,6ZelF5APDN5r6XnFqcnvWR
27,Bandit (with YoungBoy Never Broke Again),Juice WRLD,4416268,2020-02-14--2020-02-21,us,6Gg1gjgKi2AK4e0qzsR7sd
