Position,Track Name,Artist,Streams,date,region,spotify_id
25,WHATS POPPIN,Jack Harlow,6239223,2020-03-06--2020-03-13,us,3Q6F8RByyhRTJpRtZLY3cg
26,Circles,Post Malone,6157052,2020-03-06--2020-03-13,us,21jGcNKet2qwijlDFuPiPb
27,Chrome Heart Tags,Lil Uzi Vert,5946189,2020-03-06--2020-03-13,us,46mT9NR7N9Zf5MolcrBgE3
28,Falling,Trevor Daniel,5651297,2020-03-06--2020-03-13,us,4TnjEaWOeW0eKTKIEvJyCa
29,Bust Me,Lil Uzi Vert,5643263,2020-03-06--2020-03-13,us,4wBcaYqLPm7EtDVoJQORU4
30,Godzilla (feat. Juice WRLD),Eminem,5397883,2020-03-06--2020-03-13,us,7FIWs0pqAYbP91WWM0vlTQ
31,Si Veo a Tu Mamá,Bad Bunny,5292230,2020-03-06--2020-03-13,us,41wtwzCZkXwpnakmwJ239F
32,Sunday Best,Surfaces,5136659,2020-03-06--2020-03-13,us,1Cv1YLb4q0RzL6pybtaMLo
33,Dance Monkey,Tones And I,5114482,2020-03-06--2020-03-13,us,1rgnBhdG2JDFTbYkYRZAku
34,Secure The Bag,Lil Uzi Vert,5043082,2020-03-06--2020-03-13,us,7gHZGXSJzM29WA384suYY2
35,I Love Me,Demi Lovato,5003547,2020-03-06--2020-03-13,us,2IHLaN6wwYKQ3S24NsQqpA
36,Adore You,Harry Styles,4895706,2020-03-06--2020-03-13,us,3jjujdWJ72nww5eGnfs2E7
37,Ignorantes,Bad Bunny,4821078,2020-03-06--2020-03-13,us,38RIEav39FGi86jppxO0du
38,B.S. (feat. H.E.R.),Jhené Aiko,4732551,2020-03-06--2020-03-13,us,63wx9vdskaXbYxyDx4oJCZ
39,death bed (coffee for your head) (feat. beabadoobee),Powfu,4562490,2020-03-06--2020-03-13,us,7eJMfftS33KTjuF7lTsMCx
40,Ballin' (with Roddy Ricch),Mustard,4557480,2020-03-06--2020-03-13,us,3QzAOrNlsabgbMwlZt7TAY
41,After Hours,The Weeknd,4463168,2020-03-06--2020-03-13,us,4ejyZ4uJEXUURcgKp1kP8v
42,Supalonely,BENEE,4434052,2020-03-06--2020-03-13,us,4nK5YrxbMGZstTLbvj6Gxw
43,Go Stupid (feat. Mike WiLL Made-It),Polo G,4423256,2020-03-06--2020-03-13,us,74fV8TuLZKVzSIOOGu8wwI
44,Urgency (feat. Syd),Lil Uzi Vert,4381965,2020-03-06--2020-03-13,us,5KlPy74NOEAt8jC3FYURnQ
45,Woah,Lil Baby,4185608,2020-03-06--2020-03-13,us,02RCbjb9czvQKNGBmEmWob
46,Suicidal,YNW Melly,4180829,2020-03-06--2020-03-13,us,1iSqfoUFnQwV0QW1EfUit8
47,BOP,DaBaby,4150081,2020-03-06--2020-03-13,us,6Ozh9Ok6h4Oi1wUSLtBseN
48,Stupid Love,Lady Gaga,4053822,2020-03-06--2020-03-13,us,2kJu14V7hbZw3I4K8L8SXb
49,Safaera,Bad Bunny,4041249,2020-03-06--2020-03-13,us,2DEZmgHKAvm41k4J3R2E9Y
50,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4035036,2020-03-06--2020-03-13,us,0RiRZpuVRbi7oqRdSMwhQY
51,everything i wanted,Billie Eilish,4001553,2020-03-06--2020-03-13,us,3ZCTVFBt2Brf31RLEnCkWJ
52,hot girl bummer,blackbear,3955825,2020-03-06--2020-03-13,us,7aiClxsDWFRQ0Kzk5KI5ku
53,La Santa,Bad Bunny,3949157,2020-03-06--2020-03-13,us,69vlMrzHwATKzupwNcUPyK
54,Heatin Up (feat. Gunna),Lil Baby,3942029,2020-03-06--2020-03-13,us,7KSSdFCBHCfq4KPzz78ghk
55,You should be sad,Halsey,3919854,2020-03-06--2020-03-13,us,7lidXGPXPYLNThITAOTlkK
56,Vete,Bad Bunny,3873346,2020-03-06--2020-03-13,us,2n7ohqg1s68ToAHh4u9mcW
57,Someone You Loved,Lewis Capaldi,3798461,2020-03-06--2020-03-13,us,7qEHsqek33rTcFNT9PFqLf
58,SKYBOX,Gunna,3739729,2020-03-06--2020-03-13,us,7GwYENSg87oERcW0Wacd6m
59,Bandit (with YoungBoy Never Broke Again),Juice WRLD,3730162,2020-03-06--2020-03-13,us,6Gg1gjgKi2AK4e0qzsR7sd
60,CITY OF ANGELS,24kGoldn,3592929,2020-03-06--2020-03-13,us,6ap9lSRJ0iLriGLqoJ44cq
61,My Oh My (feat. DaBaby),Camila Cabello,3574954,2020-03-06--2020-03-13,us,3yOlyBJuViE2YSGn3nVE1K
62,Moral of the Story,Ashe,3510437,2020-03-06--2020-03-13,us,2nC3QhMI9reBIOWutbU3Tj
63,PTSD,G Herbo,3503850,2020-03-06--2020-03-13,us,3jT2LKH0RSbQ8jIUNFzXm5
64,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,3421563,2020-03-06--2020-03-13,us,2FvD20Z8aoWIePi7PoN8sG
65,Yo Perreo Sola,Bad Bunny,3347417,2020-03-06--2020-03-13,us,0SqqAgdovOE24BzxIClpjw
66,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,3324946,2020-03-06--2020-03-13,us,733c1CWmIGymoQXdp7Us88
67,XO Tour Llif3,Lil Uzi Vert,3315859,2020-03-06--2020-03-13,us,7GX5flRQZVHRAGd6B4TmDO
68,Sum 2 Prove,Lil Baby,3311159,2020-03-06--2020-03-13,us,5f4Hy5mw5SRaUgXX9c6P5S
69,"10,000 Hours (with Justin Bieber)",Dan + Shay,3285587,2020-03-06--2020-03-13,us,2wrJq5XKLnmhRXHIAf9xBa
70,OUT WEST (feat. Young Thug),JACKBOYS,3284083,2020-03-06--2020-03-13,us,6gi6y1xwmVszDWkUqab1qw
71,Forever (feat. Post Malone & Clever),Justin Bieber,3230885,2020-03-06--2020-03-13,us,2ZlCGeK30BLRNSPC832pNZ
72,Lucid Dreams,Juice WRLD,3181150,2020-03-06--2020-03-13,us,285pBltuF7vW8TeWk8hdRR
73,Pero Ya No,Bad Bunny,3137274,2020-03-06--2020-03-13,us,75pQqzwgCjUOSSy5CpmAjy
74,SUGAR,BROCKHAMPTON,3109656,2020-03-06--2020-03-13,us,6U0FIYXCQ3TGrk4tFpLrEA
75,No Time To Die,Billie Eilish,3093089,2020-03-06--2020-03-13,us,73SpzrcaHk0RQPFP73vqVR
76,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,3089221,2020-03-06--2020-03-13,us,2yUy5eFAFWAichjrySJWA2
77,Robbery,Juice WRLD,2974103,2020-03-06--2020-03-13,us,6Hj9jySrnFppAI0sEMCZpJ
78,bad guy,Billie Eilish,2966916,2020-03-06--2020-03-13,us,2Fxmhks0bxGSBdJ92vM42m
79,HIGHEST IN THE ROOM,Travis Scott,2952095,2020-03-06--2020-03-13,us,3eekarcy7kvN4yt5ZFzltW
80,Tusa,KAROL G,2889895,2020-03-06--2020-03-13,us,7k4t7uLgtOxPwTpFmtJNTY
81,Yummy,Justin Bieber,2884368,2020-03-06--2020-03-13,us,16wAOAZ2OkqoIDN7TpChjR
82,VIBEZ,DaBaby,2820492,2020-03-06--2020-03-13,us,0fySG6A6qLE8IvDpayb5bM
83,Captain Hook,Megan Thee Stallion,2776383,2020-03-06--2020-03-13,us,1E3VQQWFQAPJkXfYHjqWoI
84,Goodbyes (Feat. Young Thug),Post Malone,2705715,2020-03-06--2020-03-13,us,6vBdBCoOhKHiYDDOcorfNo
85,Memories,Maroon 5,2701358,2020-03-06--2020-03-13,us,2b8fOow8UzyDFAE27YhOZM
86,Wow.,Post Malone,2689708,2020-03-06--2020-03-13,us,7xQAfvXzm3AkraOtGPWIZg
87,Suge,DaBaby,2675673,2020-03-06--2020-03-13,us,2gwkD6igEhQbDQegRCcdoB
88,Bichiyal,Bad Bunny,2672565,2020-03-06--2020-03-13,us,4j4w4CXm6BSr0s25wAWrrX
89,No Idea,Don Toliver,2657820,2020-03-06--2020-03-13,us,3VyjsVV24RmBIbWJAeUJNu
90,GOODMORNINGTOKYO!,TOKYO’S REVENGE,2636950,2020-03-06--2020-03-13,us,0Q2n5yzl2XRqYbV77tZNYp
91,Heartless,The Weeknd,2636523,2020-03-06--2020-03-13,us,57vxBYXtHMk6H1aD29V7PU
92,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,2584873,2020-03-06--2020-03-13,us,4iiWcajF1fEUpwcUewc464
93,If the World Was Ending - feat. Julia Michaels,JP Saxe,2554068,2020-03-06--2020-03-13,us,2kJwzbxV2ppxnQoYw4GLBZ
94,Soliá,Bad Bunny,2531524,2020-03-06--2020-03-13,us,7sOfmPd18RWp3FoCzpa7Kw
95,Someone Said,Swae Lee,2526100,2020-03-06--2020-03-13,us,5awaEIMiJboRO7ycF6UOot
96,Sanguine Paradise,Lil Uzi Vert,2525410,2020-03-06--2020-03-13,us,3XiNC94b4Tq1xwv70sQJGN
97,Money In The Grave (Drake ft. Rick Ross),Drake,2519435,2020-03-06--2020-03-13,us,5ry2OE6R2zPQFDO85XkgRb
98,I Fall Apart,Post Malone,2510793,2020-03-06--2020-03-13,us,75ZvA4QfFiZvzhj2xkaWAh
99,when the party's over,Billie Eilish,2499932,2020-03-06--2020-03-13,us,43zdsphuZLzwA9k4DJhU0I
100,All Girls Are The Same,Juice WRLD,2488421,2020-03-06--2020-03-13,us,4VXIryQMWpIdGgYR4TrjT1
101,Before You Go,Lewis Capaldi,2474991,2020-03-06--2020-03-13,us,2gMXnyrvIjhVBUZwvLZDMP
102,Know Your Worth,Khalid,2467201,2020-03-06--2020-03-13,us,0TrPqhAMoaKUFLR7iYDokf
103,MIDDLE CHILD,J. Cole,2452536,2020-03-06--2020-03-13,us,2JvzF1RMd7lE3KmFlsyZD8
104,To Die For,Sam Smith,2426717,2020-03-06--2020-03-13,us,2ZTYlnhhV1UAReg7wIGolx
105,ORANGE SODA,Baby Keem,2408755,2020-03-06--2020-03-13,us,5FkoSXiJPKTNyYgALRJFhD
106,rockstar (feat. 21 Savage),Post Malone,2388862,2020-03-06--2020-03-13,us,0e7ipj03S05BNilyu5bRzt
107,Ransom,Lil Tecca,2387040,2020-03-06--2020-03-13,us,1lOe9qE0vR9zwWQAOk6CoO
108,lovely (with Khalid),Billie Eilish,2384816,2020-03-06--2020-03-13,us,0u2P5u6lvoDfwTYjAADbn4
109,Watermelon Sugar,Harry Styles,2382168,2020-03-06--2020-03-13,us,6UelLqGlWMcVH1E5c4H7lY
110,Make No Sense,YoungBoy Never Broke Again,2377208,2020-03-06--2020-03-13,us,6klLvorLoo1sxvZcjJIY8I
111,Truth Hurts,Lizzo,2374122,2020-03-06--2020-03-13,us,3HWzoMvoF3TQfYg4UPszDq
112,25/8,Bad Bunny,2368733,2020-03-06--2020-03-13,us,4NqQaovM14WR2hNPMFxgjb
113,July,Noah Cyrus,2357701,2020-03-06--2020-03-13,us,5a6pdCHlWS2ekOOQ70QnAr
114,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2331782,2020-03-06--2020-03-13,us,78QR3Wp35dqAhFEc2qAGjE
115,A Tu Merced,Bad Bunny,2331510,2020-03-06--2020-03-13,us,4r9jkMEnArtWGH2rL2FZl0
116,Young & Alive,Bazzi,2309685,2020-03-06--2020-03-13,us,5RsKelNxucrDxgMbZ3vd3W
117,What A Man Gotta Do,Jonas Brothers,2292698,2020-03-06--2020-03-13,us,4wNIkl5XGiAACjFBlDWuSd
118,223's (feat. 9lokknine),YNW Melly,2279614,2020-03-06--2020-03-13,us,29ZXwWOOLz9t5fa3eT3i7T
119,Falling,Harry Styles,2264938,2020-03-06--2020-03-13,us,1ZMiCix7XSAbfAJlEZWMCp
120,Live Off My Closet (feat. Future),Lil Baby,2264572,2020-03-06--2020-03-13,us,6AyWdCtEn1DdxjnxPeojR2
121,La Zona,Bad Bunny,2251798,2020-03-06--2020-03-13,us,5kqNIqFjijuzvVLhuY9B8j
122,20 Min,Lil Uzi Vert,2235745,2020-03-06--2020-03-13,us,0uxSUdBrJy9Un0EYoBowng
123,Roses - Imanbek Remix,SAINt JHN,2230408,2020-03-06--2020-03-13,us,24Yi9hE78yPEbZ4kxyoXAI
124,SLOW DANCING IN THE DARK,Joji,2207093,2020-03-06--2020-03-13,us,0rKtyWc8bvkriBthvHKY8d
125,Like That (feat. Gucci Mane),Doja Cat,2203948,2020-03-06--2020-03-13,us,4EivmOT13NMpNSfTKn9p4s
126,Murder On My Mind,YNW Melly,2200427,2020-03-06--2020-03-13,us,7eBqSVxrzQZtK2mmgRG6lC
127,None Of Your Concern (feat. Big Sean),Jhené Aiko,2195334,2020-03-06--2020-03-13,us,75MSZRbAbQuzfUV3Pefvut
128,Está Cabrón Ser Yo,Bad Bunny,2178903,2020-03-06--2020-03-13,us,4saHEjXw7O1NXJOzBkUKKG
129,Que Malo,Bad Bunny,2175448,2020-03-06--2020-03-13,us,53v2u51nq3CxiKUNphRzP1
130,Trust,Brent Faiyaz,2172572,2020-03-06--2020-03-13,us,0oufSLnKQDoBFX5mgkDCgR
131,Commercial (feat. Lil Uzi Vert),Lil Baby,2172521,2020-03-06--2020-03-13,us,3tDqEKKUs6gf8zMvSuLyLA
132,No Guidance (feat. Drake),Chris Brown,2170803,2020-03-06--2020-03-13,us,6XHVuErjQ4XNm6nDPVCxVX
133,Triggered (freestyle),Jhené Aiko,2158156,2020-03-06--2020-03-13,us,3zPgAKn5tbmCuCKrR3r7qE
134,F.N,Lil Tjay,2157047,2020-03-06--2020-03-13,us,0RLLvYBopDwooCyvnTwgYu
135,Jocelyn Flores,XXXTENTACION,2154746,2020-03-06--2020-03-13,us,7m9OqQk4RVRkw9JJdeAw96
136,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,2144740,2020-03-06--2020-03-13,us,7wsmIIm0xWmtP7TmACXkJn
137,Physical,Dua Lipa,2139427,2020-03-06--2020-03-13,us,5px6upUHM3fhOP621Edp4V
138,Whiskey Glasses,Morgan Wallen,2116272,2020-03-06--2020-03-13,us,6foY66mWZN0pSRjZ408c00
139,Pop Out (feat. Lil Tjay),Polo G,2102562,2020-03-06--2020-03-13,us,6uFn47ACjqYkc0jADwEdj1
140,Señorita,Shawn Mendes,2100593,2020-03-06--2020-03-13,us,6v3KW9xbzN5yKLt9YKDYA2
141,EARFQUAKE,"Tyler, The Creator",2096474,2020-03-06--2020-03-13,us,5hVghJ4KaYES3BFUATCYn0
142,Baby (Lil Baby feat. DaBaby),Quality Control,2095253,2020-03-06--2020-03-13,us,5MPPttjfGap2C6j6eKcO6J
143,Going Bad (feat. Drake),Meek Mill,2083797,2020-03-06--2020-03-13,us,2IRZnDFmlqMuOrYOLnZZyc
144,Una Vez,Bad Bunny,2080177,2020-03-06--2020-03-13,us,5J7teKIJGtqVypgYI6sqXj
145,Stuck In A Dream (feat. Gunna),Lil Mosey,2073960,2020-03-06--2020-03-13,us,7iHHxY2NLlJRAmlAmC4ahQ
146,Chasin' You,Morgan Wallen,2068047,2020-03-06--2020-03-13,us,5MwynWK9s4hlyKHqhkNn4A
147,Maniac,Conan Gray,2065001,2020-03-06--2020-03-13,us,7hpJ9tATWb2vztlq99hERP
148,Havin My Way (feat. Lil Durk),Lil Skies,2052375,2020-03-06--2020-03-13,us,0oH0OIeKJSAT5bdFkbz20A
149,SAD!,XXXTENTACION,2048235,2020-03-06--2020-03-13,us,3ee8Jmje8o58CHK66QrVC2
150,One Man Band,Old Dominion,2047738,2020-03-06--2020-03-13,us,08dFHFTx6r67MTsYn5ilDR
151,SICKO MODE,Travis Scott,2044530,2020-03-06--2020-03-13,us,2xLMifQCjDGFmkHkpNLD9h
152,Dior,Pop Smoke,2032240,2020-03-06--2020-03-13,us,79s5XnCN4TJKTVMSmOx8Ep
153,Beautiful Crazy,Luke Combs,2031227,2020-03-06--2020-03-13,us,2rxQMGVafnNaRaXlRMWPde
154,Camelot,NLE Choppa,2029284,2020-03-06--2020-03-13,us,4sWuPniHClkInYAnzXAYUF
155,Lose You To Love Me,Selena Gomez,2016653,2020-03-06--2020-03-13,us,4l0Mvzj72xxOpRrp6h8nHi
156,The Other Side (from Trolls World Tour),SZA,2016149,2020-03-06--2020-03-13,us,463PQggkmk5tTw8ug0ahOX
157,Heart On Ice,Rod Wave,2009393,2020-03-06--2020-03-13,us,6fWa5CRgy0z30OeGZyMBvD
158,Hate Me (with Juice WRLD),Ellie Goulding,1999980,2020-03-06--2020-03-13,us,6kls8cSlUyHW2BUOkDJIZE
159,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,1998948,2020-03-06--2020-03-13,us,7CZyCXKG6d5ALeq41sLzbw
160,Better Now,Post Malone,1994300,2020-03-06--2020-03-13,us,7dt6x5M1jzdTEt8oCbisTK
161,Modern Loneliness,Lauv,1986922,2020-03-06--2020-03-13,us,1eyek0KJEh2v5HQ9uQSybb
162,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1977176,2020-03-06--2020-03-13,us,1wJRveJZLSb1rjhnUHQiv6
163,P*$$Y Fairy (OTW),Jhené Aiko,1956442,2020-03-06--2020-03-13,us,3Rs9jOQ2FlVgS6vYXPoAVm
164,Feel Me,Selena Gomez,1955426,2020-03-06--2020-03-13,us,4MdcsdRj7i8eBm0qFjO4L4
165,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,1934631,2020-03-06--2020-03-13,us,0JjM9bKm4wrwohMslcm892
166,Heartless (feat. Morgan Wallen),Diplo,1921133,2020-03-06--2020-03-13,us,0rFQ5cKYJ9WtHSKp9sxVYt
167,Lottery (Renegade),K CAMP,1910576,2020-03-06--2020-03-13,us,4dZTZbmJBCCofAExHwefda
168,What If I Told You That I Love You,Ali Gatie,1904417,2020-03-06--2020-03-13,us,3cqPu20DGTGUoZtbJH2Dmi
169,Invisible Things,Lauv,1897685,2020-03-06--2020-03-13,us,1ShHhJlzaLuoZbJ3aP4z0m
170,The London (feat. J. Cole & Travis Scott),Young Thug,1884514,2020-03-06--2020-03-13,us,3s4mrPrEFFPF0LmAfutW0n
171,Boss Bitch,Doja Cat,1876034,2020-03-06--2020-03-13,us,78qd8dvwea0Gosb6Fe6j3k
172,Speechless,Dan + Shay,1861056,2020-03-06--2020-03-13,us,3GJ4hzg4lrGwU51Y3VARbF
173,Enemies (feat. DaBaby),Post Malone,1850437,2020-03-06--2020-03-13,us,0Xek5rqai2jcOWCYWJfVCF
174,I Don't Care (with Justin Bieber),Ed Sheeran,1845365,2020-03-06--2020-03-13,us,0hVXuCcriWRGvwMV1r5Yn9
175,Who (feat. BTS),Lauv,1822355,2020-03-06--2020-03-13,us,2qG81jL9UIP54uS8gYyP4k
176,ocean eyes,Billie Eilish,1816290,2020-03-06--2020-03-13,us,2uIX8YMNjGMD7441kqyyNU
177,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1812167,2020-03-06--2020-03-13,us,2eAZfqOm4EnOF9VvN50Tyc
178,Start Wit Me (feat. Gunna),Roddy Ricch,1811685,2020-03-06--2020-03-13,us,7A20WnLkjtZU2d7hIB6Ziu
179,The Less I Know The Better,Tame Impala,1809859,2020-03-06--2020-03-13,us,6K4t31amVTZDgR3sKmwUJJ
180,Broke In A Minute,Tory Lanez,1809641,2020-03-06--2020-03-13,us,2ZrAjMSmlbDIil0JaVgTHh
181,goosebumps,Travis Scott,1805662,2020-03-06--2020-03-13,us,6gBFPUFcJLzWGx4lenP6h2
182,7 rings,Ariana Grande,1797745,2020-03-06--2020-03-13,us,6ocbgoVGwYJhOv1GgI9NsF
183,Beautiful People (feat. Khalid),Ed Sheeran,1792759,2020-03-06--2020-03-13,us,70eFcWOvlMObDhURTqT4Fv
184,I Hope,Gabby Barrett,1791707,2020-03-06--2020-03-13,us,2Hc4t9N2nt37oO4sF9BynI
185,Legends,Juice WRLD,1788071,2020-03-06--2020-03-13,us,1Knctxx9vGZxpZfF66BIEa
186,SUGAR (Remix) [feat. Dua Lipa],BROCKHAMPTON,1781774,2020-03-06--2020-03-13,us,438wODjSTL2jgn1nePaNew
187,Without Me,Halsey,1776946,2020-03-06--2020-03-13,us,6FZDfxM3a3UCqtzo5pxSLZ
188,The Bones,Maren Morris,1776471,2020-03-06--2020-03-13,us,3npzogdOEiVsieXmmhBepL
189,Eastside (with Halsey & Khalid),benny blanco,1776130,2020-03-06--2020-03-13,us,7FGq80cy8juXBCD2nrqdWU
190,Fuck Love (feat. Trippie Redd),XXXTENTACION,1769264,2020-03-06--2020-03-13,us,7AQim7LbvFVZJE3O8TYgf2
191,Lights Up,Harry Styles,1769080,2020-03-06--2020-03-13,us,4jAIqgrPjKLTY9Gbez25Qb
192,Sucker,Jonas Brothers,1765365,2020-03-06--2020-03-13,us,22vgEDb5hykfaTwLuskFGD
193,LA CANCIÓN,J Balvin,1764875,2020-03-06--2020-03-13,us,0fea68AdmYNygeTGI4RC18
194,Armed And Dangerous,Juice WRLD,1762046,2020-03-06--2020-03-13,us,5wujBwqG7INdStqGd4tRMX
195,Callaita,Bad Bunny,1760400,2020-03-06--2020-03-13,us,2TH65lNHgvLxCKXM3apjxI
196,ON,BTS,1757278,2020-03-06--2020-03-13,us,2QyuXBcV1LJ2rq01KhreMF
197,Congratulations,Post Malone,1755050,2020-03-06--2020-03-13,us,3a1lNhkSLSkpJE4MSHpDu9
198,B.I.T.C.H.,Megan Thee Stallion,1752906,2020-03-06--2020-03-13,us,0xDUqQ3gVuhhjZnK9zXHwG
199,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,1746934,2020-03-06--2020-03-13,us,4Yxc55NX3tAXC2mHRAhtcW
200,P FKN R,Bad Bunny,1740660,2020-03-06--2020-03-13,us,0fgsKar6uBO08vzHXkTjWi
1,The Box,Roddy Ricch,12987027,2020-03-13--2020-03-20,us,0nbXyq5TXYPCO7pr3N8S4I
2,Myron,Lil Uzi Vert,9163134,2020-03-13--2020-03-20,us,56uXDJRCuoS7abX3SkzHKQ
3,Blueberry Faygo,Lil Mosey,8043475,2020-03-13--2020-03-20,us,22LAwLoDA5b4AaGSkg6bKW
4,Blinding Lights,The Weeknd,7744570,2020-03-13--2020-03-20,us,0sf12qNH5qcw8qpgymFOqD
5,P2,Lil Uzi Vert,7366169,2020-03-13--2020-03-20,us,3kW4z2pIj5VY5fLjBrMRL5
6,That Way - Bonus Track,Lil Uzi Vert,7137420,2020-03-13--2020-03-20,us,2ajzBr7vwHTEBeqDzcsNRC
7,Say So,Doja Cat,6743360,2020-03-13--2020-03-20,us,3Dv1eDb0MEgF93GpLXlucZ
8,Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,6500099,2020-03-13--2020-03-20,us,0IpnZchq8ek2A6pGEP2Qb1
9,WHATS POPPIN,Jack Harlow,6492241,2020-03-13--2020-03-20,us,1jaTQ3nqY3oAAYyCTbIvnM
10,Baby Pluto,Lil Uzi Vert,6332498,2020-03-13--2020-03-20,us,7hav1MHURQf5SAoPk0egqh
11,Intentions (feat. Quavo),Justin Bieber,6176234,2020-03-13--2020-03-20,us,4umIPjkehX1r7uhmGvXiSV
12,ROXANNE,Arizona Zervas,6020793,2020-03-13--2020-03-20,us,696DnlkuDOXcMAnKlTgXXK
13,High Fashion (feat. Mustard),Roddy Ricch,5896272,2020-03-13--2020-03-20,us,07KXEDMj78x68D884wgVEm
14,Yessirskiii,Lil Uzi Vert,5873067,2020-03-13--2020-03-20,us,59JWp4PjZ9TRM8cmtaDYB1
15,Godzilla (feat. Juice WRLD),Eminem,5759567,2020-03-13--2020-03-20,us,7FIWs0pqAYbP91WWM0vlTQ
16,Don't Start Now,Dua Lipa,5731093,2020-03-13--2020-03-20,us,6WrI0LAC5M1Rw2MnX2ZvEg
17,Life Is Good (feat. Drake),Future,5691143,2020-03-13--2020-03-20,us,5yY9lUy8nbvjM1Uyo1Uqoc
18,Circles,Post Malone,5503791,2020-03-13--2020-03-20,us,21jGcNKet2qwijlDFuPiPb
19,Lo Mein,Lil Uzi Vert,5467659,2020-03-13--2020-03-20,us,6CUP2khYzdphXebxVTfPE3
20,Falling,Trevor Daniel,5339974,2020-03-13--2020-03-20,us,4TnjEaWOeW0eKTKIEvJyCa
21,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5170189,2020-03-13--2020-03-20,us,4S2uhQE8L9V6p7rj7SiauJ
22,Sunday Best,Surfaces,4988328,2020-03-13--2020-03-20,us,1Cv1YLb4q0RzL6pybtaMLo
23,Silly Watch,Lil Uzi Vert,4774101,2020-03-13--2020-03-20,us,5egD7A5x9AHdVO2fMo3Wbo
24,Supalonely,BENEE,4754538,2020-03-13--2020-03-20,us,4nK5YrxbMGZstTLbvj6Gxw
